Unnamed: 0_level_0 Rk,Unnamed: 1_level_0 Player,Unnamed: 2_level_0 Nation,Unnamed: 3_level_0 Pos,Unnamed: 4_level_0 Squad,Unnamed: 5_level_0 Comp,Unnamed: 6_level_0 Age,Unnamed: 7_level_0 Born,Unnamed: 8_level_0 90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Unnamed: 21_level_0 Int,Unnamed: 22_level_0 Tkl+Int,Unnamed: 23_level_0 Clr,Unnamed: 24_level_0 Err,Unnamed: 25_level_0 Matches
1508,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,26,1998,31.4,72,49,29,35,8,32,56,57.1,24,58,20,38,23,95,77,0,Matches
1509,Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,22,2002,1.1,2,2,1,1,0,1,1,100.0,0,3,2,1,1,3,3,0,Matches
1510,Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,28,1996,11.5,19,8,6,9,4,6,12,50.0,6,3,0,3,3,22,20,0,Matches
1511,Elysée Logbo,fr FRA,FW,Le Havre,fr Ligue 1,20,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1512,Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,23,2000,7.6,17,7,8,9,0,3,10,30.0,7,4,1,3,10,27,7,2,Matches
1513,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,26,1997,8.9,27,16,10,9,8,18,27,66.7,9,17,5,12,7,34,8,0,Matches
1514,Ademola Lookman,ng NGA,"MF,FW",Atalanta,it Serie A,26,1997,25.0,32,15,9,15,8,11,19,57.9,8,19,0,19,3,35,5,1,Matches
1515,Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,33,1990,17.4,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,7,1,Matches
1516,David López,es ESP,DF,Mallorca,es La Liga,21,2003,1.9,3,2,3,0,0,2,2,100.0,0,2,2,0,1,4,10,0,Matches
1517,David López,es ESP,DF,Girona,es La Liga,34,1989,27.0,32,24,22,7,3,18,31,58.1,13,22,12,10,14,46,111,2,Matches
1518,Diego López,es ESP,"MF,FW",Valencia,es La Liga,22,2002,30.4,31,18,11,16,4,16,47,34.0,31,30,0,30,16,47,15,0,Matches
1519,Fer López,,"FW,MF",Celta Vigo,es La Liga,,,7.5,9,5,1,6,2,2,13,15.4,11,10,0,10,2,11,7,0,Matches
1520,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,21,2003,13.9,19,15,3,9,7,8,32,25.0,24,11,0,11,5,24,3,0,Matches
1521,Javi López,es ESP,DF,Real Sociedad,es La Liga,22,2002,21.5,40,23,23,12,5,23,37,62.2,14,21,7,14,11,51,59,2,Matches
1522,Pau López,es ESP,GK,Girona,es La Liga,29,1994,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1523,Roberto López,es ESP,MF,Leganés,es La Liga,24,2000,4.4,8,6,4,4,0,5,15,33.3,10,5,0,5,1,9,7,2,Matches
1524,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,28,1995,19.0,31,21,14,12,5,17,36,47.2,19,18,6,12,21,52,20,0,Matches
1525,Iker Losada,es ESP,"FW,MF",Celta Vigo,es La Liga,22,2001,4.0,3,3,0,1,2,1,5,20.0,4,4,1,3,1,4,8,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1526,Iker Losada,es ESP,"MF,FW",Betis,es La Liga,22,2001,3.7,10,7,2,4,4,5,10,50.0,5,2,0,2,3,13,2,0,Matches
1527,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,38,1986,12.6,30,16,15,12,3,17,33,51.5,16,22,7,15,18,48,27,1,Matches
1528,Jordan Lotomba,ch SUI,"MF,DF",Nice,fr Ligue 1,25,1998,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1529,Tom Louchet,fr FRA,"DF,MF",Nice,fr Ligue 1,21,2003,8.6,27,17,17,5,5,17,23,73.9,6,12,4,8,18,45,20,0,Matches
1530,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,26,1998,25.6,46,29,25,17,4,22,44,50.0,22,33,5,28,22,68,27,1,Matches
1531,Pol Lozano,es ESP,MF,Espanyol,es La Liga,24,1999,21.6,53,34,23,25,5,25,58,43.1,33,32,6,26,22,75,31,0,Matches
1532,Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,23,2000,26.1,10,6,3,2,5,5,11,45.5,6,18,1,17,7,17,27,0,Matches
1533,Jhon Lucumí,co COL,DF,Bologna,it Serie A,26,1998,29.0,53,30,23,29,1,29,41,70.7,12,32,14,18,26,79,88,7,Matches
1534,Yannik Lührs,de GER,DF,Dortmund,de Bundesliga,20,2003,1.4,1,1,1,0,0,0,0,,0,0,0,0,2,3,4,0,Matches
1535,José Luis Gayà,es ESP,DF,Valencia,es La Liga,29,1995,20.0,57,40,39,15,3,40,58,69.0,18,16,2,14,25,82,61,0,Matches
1536,José Luis Palomino,ar ARG,DF,Cagliari,it Serie A,34,1990,12.0,27,15,16,9,2,15,21,71.4,6,21,11,10,22,49,46,0,Matches
1537,Douglas Luiz,br BRA,MF,Juventus,it Serie A,26,1998,5.9,13,8,7,5,1,6,9,66.7,3,5,2,3,4,17,5,0,Matches
1538,Romelu Lukaku,be BEL,FW,Napoli,it Serie A,31,1993,31.6,4,2,0,2,2,1,4,25.0,3,7,2,5,1,5,17,0,Matches
1539,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,21,2002,17.5,31,17,15,12,4,17,24,70.8,7,29,12,17,17,48,74,0,Matches
1540,Dodi Lukebakio,be BEL,FW,Sevilla,es La Liga,26,1997,34.4,22,14,8,8,6,15,27,55.6,12,18,1,17,11,33,17,2,Matches
1541,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,27,1996,26.0,68,39,22,40,6,23,55,41.8,32,20,7,13,28,96,35,1,Matches
1542,Milos Lukovic,rs SRB,"FW,MF",Strasbourg,fr Ligue 1,18,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1543,Joe Lumley,eng ENG,GK,Southampton,eng Premier League,29,1995,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,3,Matches
1544,Daniel Luna,co COL,MF,Mallorca,es La Liga,21,2003,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
1545,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,25,1999,7.0,1,0,1,0,0,0,0,,0,0,0,0,0,1,3,0,Matches
1546,Massimo Luongo,au AUS,MF,Ipswich Town,eng Premier League,31,1992,2.2,9,6,6,2,1,5,8,62.5,3,4,2,2,2,11,2,0,Matches
1547,Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,27,1996,36.0,48,27,31,16,1,18,28,64.3,10,30,15,15,33,81,161,1,Matches
1548,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,22,2002,17.8,10,6,4,3,3,6,19,31.6,13,5,0,5,4,14,4,0,Matches
1549,Charalampos Lykogiannis,gr GRE,DF,Bologna,it Serie A,30,1993,11.6,23,14,14,8,1,10,20,50.0,10,10,5,5,11,34,41,1,Matches
1550,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,25,1999,30.4,72,39,36,30,6,39,69,56.5,30,56,13,43,65,137,75,5,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1551,Mathias Løvik,no NOR,"DF,FW",Parma,it Serie A,20,2003,1.0,1,0,0,1,0,1,3,33.3,2,1,1,0,2,3,3,0,Matches
1552,Othmane Maamma,ma MAR,"FW,MF",Montpellier,fr Ligue 1,18,2005,4.0,3,1,2,1,0,1,4,25.0,3,4,0,4,1,4,2,1,Matches
1553,Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,22,2002,12.7,29,17,17,9,3,17,24,70.8,7,13,0,13,15,44,39,3,Matches
1554,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,25,1998,28.9,95,58,28,51,16,55,104,52.9,49,61,6,55,22,117,29,1,Matches
1555,Deiver Machado,co COL,"DF,MF",Lens,fr Ligue 1,30,1993,20.1,36,26,14,14,8,17,30,56.7,13,20,4,16,16,52,34,2,Matches
1556,Lanroy Machine,fr FRA,FW,Angers,fr Ligue 1,18,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1557,Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,de Bundesliga,24,1999,21.7,8,5,4,3,1,6,16,37.5,10,12,3,9,7,15,28,1,Matches
1558,Darwin Machís,ve VEN,"MF,FW",Valladolid,es La Liga,31,1993,7.1,5,4,3,2,0,3,9,33.3,6,3,0,3,5,10,13,0,Matches
1559,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,25,1998,8.8,19,11,9,7,3,10,21,47.6,11,14,4,10,2,21,10,1,Matches
1560,James Maddison,eng ENG,MF,Tottenham,eng Premier League,27,1996,20.1,31,19,8,16,7,9,29,31.0,20,15,4,11,12,43,19,1,Matches
1561,Eros Maddy,nl NED,DF,Auxerre,fr Ligue 1,23,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1562,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,22,2002,22.6,25,18,8,12,5,14,38,36.8,24,17,0,17,10,35,11,0,Matches
1563,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,27,1997,26.3,60,40,43,14,3,34,46,73.9,12,32,11,21,25,85,103,1,Matches
1564,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,26,1997,26.3,25,15,12,8,5,12,16,75.0,4,42,29,13,16,41,93,2,Matches
1565,Soungoutou Magassa,fr FRA,MF,Monaco,fr Ligue 1,20,2003,11.4,47,25,14,27,6,25,46,54.3,21,16,3,13,21,68,19,1,Matches
1566,Edmond-Paris Maghoma,eng ENG,"MF,FW",Brentford,eng Premier League,23,2001,1.3,2,1,0,2,0,1,3,33.3,2,2,2,0,1,3,2,0,Matches
1567,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,28,1995,11.8,20,15,14,6,0,7,7,100.0,0,16,9,7,17,37,73,1,Matches
1568,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,26,1998,25.8,52,32,21,27,4,23,51,45.1,28,20,3,17,18,70,37,0,Matches
1569,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,24,1999,16.8,8,2,1,6,1,3,8,37.5,5,16,2,14,4,12,11,0,Matches
1570,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,31,1993,19.5,30,15,23,6,1,17,23,73.9,6,15,12,3,40,70,78,1,Matches
1571,Jon Magunazelaia,es ESP,MF,Real Sociedad,es La Liga,23,2001,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
1572,Arne Maier,de GER,MF,Augsburg,de Bundesliga,25,1999,10.4,13,7,4,8,1,7,13,53.8,6,15,1,14,6,19,14,1,Matches
1573,Mike Maignan,fr FRA,GK,Milan,it Serie A,29,1995,36.6,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,19,3,Matches
1574,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,29,1994,34.0,58,30,36,20,2,35,55,63.6,20,61,36,25,68,126,206,0,Matches
1575,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,19,2005,18.3,46,29,18,14,14,24,40,60.0,16,16,2,14,19,65,14,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1576,Ainsley Maitland-Niles,eng ENG,DF,Lyon,fr Ligue 1,26,1997,22.1,71,44,30,26,15,48,76,63.2,28,28,4,24,25,96,61,6,Matches
1577,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,24,1999,15.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,8,1,Matches
1578,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,26,1998,3.4,2,1,0,1,1,1,5,20.0,4,5,1,4,1,3,2,1,Matches
1579,Hamidou Makalou,ml MLI,"FW,MF",Brest,fr Ligue 1,18,2006,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1580,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,22,2001,8.3,16,9,10,5,1,10,16,62.5,6,8,3,5,7,23,29,0,Matches
1581,Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,26,1998,23.9,42,23,28,11,3,19,25,76.0,6,26,5,21,17,59,28,0,Matches
1582,Nikola Maksimović,rs SRB,DF,Montpellier,fr Ligue 1,32,1991,6.5,9,5,6,3,0,6,7,85.7,1,5,4,1,6,15,30,1,Matches
1583,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,24,1999,1.1,2,1,2,0,0,1,2,50.0,1,0,0,0,1,3,1,1,Matches
1584,Jarzinho Malanga,de GER,DF,Stuttgart,de Bundesliga,18,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1585,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,23,2001,5.0,11,9,5,5,1,5,11,45.5,6,8,3,5,7,18,17,0,Matches
1586,Daniel Maldini,it ITA,"MF,FW",Monza,it Serie A,22,2001,14.5,14,6,5,9,0,6,13,46.2,7,8,2,6,4,18,12,2,Matches
1587,Daniel Maldini,it ITA,"FW,MF",Atalanta,it Serie A,22,2001,2.9,2,2,0,1,1,1,2,50.0,1,1,0,1,2,4,3,0,Matches
1588,Youssef Maleh,ma MAR,MF,Empoli,it Serie A,25,1998,16.8,45,23,17,23,5,17,34,50.0,17,25,6,19,16,61,25,0,Matches
1589,Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,25,1999,3.4,7,4,3,3,1,1,4,25.0,3,2,0,2,0,7,1,0,Matches
1590,Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,25,1999,6.8,0,0,0,0,0,0,2,0.0,2,2,0,2,3,3,6,0,Matches
1591,Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,it Serie A,31,1993,4.3,12,8,4,7,1,3,6,50.0,3,2,0,2,1,13,4,0,Matches
1592,Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,24,1999,8.4,20,11,12,7,1,14,23,60.9,9,9,2,7,14,34,38,0,Matches
1593,Lennard Maloney,us USA,MF,Mainz 05,de Bundesliga,24,1999,0.3,2,1,0,1,1,1,1,100.0,0,2,0,2,0,2,3,0,Matches
1594,Aaron Malouda,fr FRA,FW,Lille,fr Ligue 1,18,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1595,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,23,2000,34.0,2,2,2,0,0,2,3,66.7,1,0,0,0,1,3,16,3,Matches
1596,Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,25,1998,22.2,13,6,7,3,3,6,24,25.0,18,15,3,12,8,21,11,0,Matches
1597,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,24,1999,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
1598,Gianluca Mancini,it ITA,DF,Roma,it Serie A,28,1996,34.9,42,26,22,18,2,20,34,58.8,14,22,16,6,35,77,103,0,Matches
1599,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,39,1985,16.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,2,Matches
1600,Christos Mandas,gr GRE,GK,Lazio,it Serie A,22,2001,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1601,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,30,1994,10.5,18,11,10,7,1,10,18,55.6,8,11,5,6,16,34,35,0,Matches
1602,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,32,1991,19.3,31,17,12,15,4,16,22,72.7,6,23,11,12,15,46,54,0,Matches
1603,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,27,1997,21.5,23,13,9,12,2,14,31,45.2,17,22,7,15,17,40,54,1,Matches
1604,Mateus Mane,,MF,Wolves,eng Premier League,,,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
1605,Orel Mangala,be BEL,MF,Everton,eng Premier League,26,1998,14.0,16,8,3,11,2,5,8,62.5,3,8,3,5,21,37,24,1,Matches
1606,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,26,1998,0.7,1,0,0,0,1,0,1,0.0,1,2,0,2,0,1,1,0,Matches
1607,Ryan Manning,ie IRL,"DF,MF",Southampton,eng Premier League,28,1996,16.2,28,17,16,10,2,14,26,53.8,12,20,11,9,17,45,47,0,Matches
1608,Javier Manquillo,es ESP,DF,Celta Vigo,es La Liga,30,1994,5.7,7,5,4,3,0,2,10,20.0,8,5,3,2,7,14,14,0,Matches
1609,Johan Manzambi,ch SUI,"FW,MF",Freiburg,de Bundesliga,18,2005,3.7,8,2,1,3,4,1,4,25.0,3,6,0,6,4,12,7,0,Matches
1610,Alberto Manzoni,it ITA,MF,Atalanta,it Serie A,19,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1611,Sekou Mara,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,22,2002,8.5,9,6,0,5,4,3,9,33.3,6,11,0,11,3,12,3,0,Matches
1612,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,21,2002,0.5,1,0,1,0,0,0,0,,0,0,0,0,0,1,2,0,Matches
1613,Alessandro Marcandalli,it ITA,DF,Venezia,it Serie A,21,2002,3.9,8,6,6,2,0,3,6,50.0,3,6,3,3,2,10,26,0,Matches
1614,Marcão,br BRA,DF,Sevilla,es La Liga,28,1996,6.1,10,7,6,4,0,3,5,60.0,2,9,6,3,7,17,29,1,Matches
1615,Solly March,eng ENG,"FW,MF",Brighton,eng Premier League,30,1994,1.9,6,3,2,2,2,5,8,62.5,3,3,0,3,2,8,2,1,Matches
1616,Filip Marchwiński,pl POL,MF,Lecce,it Serie A,22,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1617,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,35,1989,17.4,32,15,15,13,4,21,37,56.8,16,17,1,16,16,48,35,0,Matches
1618,Alberto Marí,es ESP,FW,Valencia,es La Liga,23,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1619,Pablo Marí,es ESP,DF,Monza,it Serie A,30,1993,18.1,26,15,14,12,0,11,21,52.4,10,24,21,3,37,63,85,2,Matches
1620,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,30,1993,12.2,14,9,11,3,0,6,11,54.5,5,19,14,5,25,39,94,0,Matches
1621,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,29,1995,22.2,26,16,18,8,0,17,28,60.7,11,29,19,10,27,53,115,2,Matches
1622,Luca Marianucci,it ITA,DF,Empoli,it Serie A,20,2004,11.9,28,12,17,11,0,11,19,57.9,8,16,8,8,19,47,63,1,Matches
1623,Mirko Marić,hr CRO,"FW,MF",Monza,it Serie A,29,1995,1.2,1,0,1,0,0,1,2,50.0,1,1,1,0,1,2,1,0,Matches
1624,Mirko Marić,hr CRO,FW,Venezia,it Serie A,29,1995,4.0,6,3,5,1,0,2,5,40.0,3,3,1,2,1,7,10,0,Matches
1625,Arkaitz Mariezkurrena,es ESP,"FW,MF",Real Sociedad,es La Liga,19,2005,2.7,1,0,1,0,0,0,4,0.0,4,4,1,3,1,2,4,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1626,Rafa Marín,es ESP,DF,Napoli,it Serie A,22,2002,1.6,1,0,1,0,0,1,2,50.0,1,1,1,0,1,2,4,0,Matches
1627,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,21,2003,13.8,25,17,6,13,6,10,19,52.6,9,12,3,9,5,30,14,0,Matches
1628,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,28,1996,15.6,22,13,8,11,3,13,25,52.0,12,7,0,7,2,24,20,2,Matches
1629,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,30,1994,26.0,40,23,25,14,1,21,33,63.6,12,27,13,14,41,81,138,1,Matches
1630,Mika Mármol,es ESP,DF,Las Palmas,es La Liga,23,2001,26.7,61,29,35,24,2,34,52,65.4,18,46,14,32,38,99,121,2,Matches
1631,Omar Marmoush,eg EGY,"FW,MF",Manchester City,eng Premier League,25,1999,13.1,13,8,2,9,2,8,16,50.0,8,15,1,14,6,19,3,0,Matches
1632,Omar Marmoush,eg EGY,FW,Eint Frankfurt,de Bundesliga,25,1999,16.1,12,8,0,3,9,3,7,42.9,4,7,1,6,2,14,2,0,Matches
1633,Mario Maroto,es ESP,MF,Valladolid,es La Liga,20,2003,0.7,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,2,0,Matches
1634,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,30,1994,19.2,30,19,8,16,6,25,33,75.8,8,27,15,12,11,41,64,0,Matches
1635,Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,22,2001,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1636,Ange Martial Tia,ml MLI,"MF,DF",Reims,fr Ligue 1,17,2006,1.9,4,3,1,2,1,2,6,33.3,4,3,0,3,2,6,4,0,Matches
1637,Aarón Martín,es ESP,DF,Genoa,it Serie A,27,1997,34.3,71,47,41,26,4,33,51,64.7,18,33,11,22,19,90,73,1,Matches
1638,Carlos Martín,es ESP,"FW,MF",Alavés,es La Liga,22,2002,14.8,43,21,18,16,9,13,49,26.5,36,30,1,29,5,48,20,0,Matches
1639,Diego Martín,es ESP,FW,Las Palmas,es La Liga,20,2003,0.4,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,1,0,Matches
1640,Gerard Martín,es ESP,DF,Barcelona,es La Liga,22,2002,11.5,22,10,10,7,5,11,16,68.8,5,16,2,14,13,35,27,0,Matches
1641,Iván Martín,es ESP,MF,Girona,es La Liga,25,1999,22.7,32,19,14,14,4,15,34,44.1,19,20,6,14,11,43,15,1,Matches
1642,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,18,2006,10.0,11,9,7,3,1,6,9,66.7,3,13,9,4,7,18,80,1,Matches
1643,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,34,1990,5.5,13,7,10,2,1,6,11,54.5,5,4,1,3,8,21,12,1,Matches
1644,Mario Martín,es ESP,MF,Valladolid,es La Liga,20,2004,19.4,62,32,31,27,4,21,49,42.9,28,32,7,25,21,83,46,7,Matches
1645,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,23,2001,25.4,23,15,9,6,8,7,23,30.4,16,15,0,15,5,28,19,0,Matches
1646,Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,21,2003,29.2,51,28,30,15,6,32,63,50.8,31,18,6,12,31,82,76,2,Matches
1647,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,31,1992,35.5,3,3,3,0,0,2,2,100.0,0,1,0,1,0,3,17,6,Matches
1648,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,33,1991,27.7,25,14,20,5,0,16,22,72.7,6,18,7,11,18,43,108,1,Matches
1649,Javi Martínez,es ESP,MF,Osasuna,es La Liga,24,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1650,Josep Martinez,es ESP,GK,Inter,it Serie A,26,1998,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1651,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,26,1997,28.5,30,16,10,12,8,13,25,52.0,12,21,3,18,10,40,15,0,Matches
1652,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,26,1998,19.5,40,24,25,12,3,21,36,58.3,15,22,8,14,32,72,57,1,Matches
1653,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,28,1996,3.9,12,7,9,3,0,8,13,61.5,5,5,2,3,3,15,25,1,Matches
1654,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,21,2002,2.9,6,3,5,1,0,3,5,60.0,2,2,1,1,2,8,23,0,Matches
1655,Toni Martínez,es ESP,FW,Alavés,es La Liga,27,1997,11.2,12,7,5,4,3,4,8,50.0,4,8,2,6,1,13,15,0,Matches
1656,Kevin Martins,it ITA,"MF,DF",Monza,it Serie A,19,2005,2.0,5,4,3,2,0,3,6,50.0,3,1,0,1,1,6,4,1,Matches
1657,Javi Martón,es ESP,"FW,MF",Athletic Club,es La Liga,25,1999,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1658,Adam Marušić,me MNE,DF,Lazio,it Serie A,31,1992,26.0,32,20,18,12,2,18,30,60.0,12,18,8,10,16,48,61,0,Matches
1659,Marvin,es ESP,"DF,FW",Las Palmas,es La Liga,24,2000,11.5,25,13,12,9,4,11,26,42.3,15,17,6,11,15,40,34,0,Matches
1660,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,31,1993,22.1,27,13,13,13,1,14,35,40.0,21,33,21,12,49,76,59,3,Matches
1661,Adam Masina,ma MAR,DF,Torino,it Serie A,30,1994,21.3,33,15,22,10,1,23,40,57.5,17,28,15,13,27,60,95,2,Matches
1662,Patrizio Masini,it ITA,MF,Genoa,it Serie A,23,2001,17.1,54,29,18,26,10,19,40,47.5,21,26,8,18,15,69,37,0,Matches
1663,Giorgos Masouras,gr GRE,"FW,MF",Bochum,de Bundesliga,30,1994,11.7,18,10,6,7,5,7,16,43.8,9,9,1,8,4,22,3,1,Matches
1664,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,25,1998,10.1,14,10,10,4,0,13,28,46.4,15,17,11,6,12,26,55,0,Matches
1665,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,23,2001,11.6,17,11,5,8,4,8,12,66.7,4,12,4,8,17,34,10,2,Matches
1666,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,31,1992,26.3,41,29,23,14,4,28,36,77.8,8,26,17,9,46,87,72,3,Matches
1667,Jaime Mata,es ESP,"FW,MF",Las Palmas,es La Liga,35,1988,7.3,8,2,2,6,0,3,9,33.3,6,5,1,4,3,11,11,0,Matches
1668,Igor Matanovic,hr CRO,FW,Eint Frankfurt,de Bundesliga,21,2003,3.5,2,0,0,2,0,0,1,0.0,1,3,0,3,1,3,9,0,Matches
