Unnamed: 0_level_0 Rk,Unnamed: 1_level_0 Player,Unnamed: 2_level_0 Nation,Unnamed: 3_level_0 Pos,Unnamed: 4_level_0 Squad,Unnamed: 5_level_0 Comp,Unnamed: 6_level_0 Age,Unnamed: 7_level_0 Born,Unnamed: 8_level_0 90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Unnamed: 21_level_0 Int,Unnamed: 22_level_0 Tkl+Int,Unnamed: 23_level_0 Clr,Unnamed: 24_level_0 Err,Unnamed: 25_level_0 Matches
662,Pape Daouda Diongue,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,,,0.9,2,0,1,1,0,1,2,50.0,1,0,0,0,3,5,2,0,Matches
663,Mohamed Daramy,dk DEN,FW,Reims,fr Ligue 1,22,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
664,Bence Dárdai,hu HUN,MF,Wolfsburg,de Bundesliga,18,2006,14.5,24,14,9,13,2,16,30,53.3,14,20,4,16,12,36,28,1,Matches
665,Sergi Darder,es ESP,"MF,FW",Mallorca,es La Liga,30,1993,30.5,40,26,15,16,9,17,46,37.0,29,19,1,18,16,56,23,1,Matches
666,Matteo Darmian,it ITA,DF,Inter,it Serie A,34,1989,19.8,28,17,12,12,4,14,25,56.0,11,14,6,8,10,38,39,0,Matches
667,Lukas Daschner,de GER,"MF,FW",Bochum,de Bundesliga,25,1998,4.6,4,2,1,2,1,2,9,22.2,7,5,0,5,0,4,5,0,Matches
668,Juan David Cabal,co COL,DF,Juventus,it Serie A,23,2001,5.1,10,4,7,3,0,8,12,66.7,4,2,0,2,2,12,14,1,Matches
669,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,24,2000,28.4,24,8,3,12,9,9,21,42.9,12,13,2,11,7,31,10,1,Matches
670,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,23,2000,17.3,30,17,7,17,6,17,26,65.4,9,14,1,13,13,43,22,2,Matches
671,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,31,1993,14.8,17,11,8,8,1,9,17,52.9,8,28,19,9,12,29,81,1,Matches
672,Keinan Davis,eng ENG,FW,Udinese,it Serie A,26,1998,11.8,9,4,1,4,4,3,6,50.0,3,2,1,1,1,10,5,0,Matches
673,Leif Davis,eng ENG,DF,Ipswich Town,eng Premier League,24,2000,30.5,46,27,33,9,4,30,48,62.5,18,25,8,17,25,71,77,3,Matches
674,Zuriko Davitashvili,ge GEO,"FW,MF",Saint-Étienne,fr Ligue 1,23,2001,30.9,22,14,9,7,6,15,49,30.6,34,20,0,20,14,36,14,0,Matches
675,Paweł Dawidowicz,pl POL,"DF,MF",Hellas Verona,it Serie A,29,1995,20.5,45,24,20,22,3,18,27,66.7,9,16,6,10,20,65,70,2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
676,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,34,1990,10.8,15,3,8,6,1,12,15,80.0,3,16,11,5,9,24,52,1,Matches
677,Kevin De Bruyne,be BEL,"MF,FW",Manchester City,eng Premier League,33,1991,18.9,17,9,7,5,5,5,23,21.7,18,8,0,8,7,24,10,1,Matches
678,Bobby De Cordova-Reid,jm JAM,FW,Leicester City,eng Premier League,31,1993,8.3,9,4,3,6,0,4,14,28.6,10,6,1,5,0,9,10,0,Matches
679,Charles De Ketelaere,be BEL,"MF,FW",Atalanta,it Serie A,23,2001,23.0,13,9,2,9,2,4,15,26.7,11,14,3,11,3,16,9,1,Matches
680,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,30,1994,23.4,33,26,12,16,5,14,33,42.4,19,25,2,23,6,39,15,3,Matches
681,Théo De Percin,mq MTQ,GK,Auxerre,fr Ligue 1,23,2001,2.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0,Matches
682,Mattia De Sciglio,it ITA,DF,Empoli,it Serie A,31,1992,8.5,18,13,10,8,0,14,17,82.4,3,10,3,7,8,26,35,1,Matches
683,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,36,1988,11.8,11,6,7,1,3,7,16,43.8,9,12,4,8,10,21,32,0,Matches
684,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,26,1998,2.1,6,4,5,1,0,4,4,100.0,0,5,3,2,4,10,12,0,Matches
685,Koni De Winter,be BEL,DF,Genoa,it Serie A,22,2002,23.7,33,19,21,8,4,17,25,68.0,8,11,7,4,25,58,118,3,Matches
686,Amar Dedić,ba BIH,DF,Marseille,fr Ligue 1,21,2002,3.5,5,4,2,2,1,3,10,30.0,7,0,0,0,3,8,12,1,Matches
687,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,28,1995,15.9,31,20,11,17,3,10,32,31.3,22,26,12,14,13,44,38,0,Matches
688,Romain Del Castillo,fr FRA,FW,Brest,fr Ligue 1,28,1996,14.0,31,22,9,13,9,19,32,59.4,13,16,0,16,6,37,5,0,Matches
689,Enrico Del Prato,it ITA,DF,Parma,it Serie A,24,1999,32.7,33,17,24,8,1,19,26,73.1,7,69,35,34,19,52,132,2,Matches
690,Thomas Delaine,fr FRA,DF,Strasbourg,fr Ligue 1,32,1992,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,1,0,Matches
691,Liam Delap,eng ENG,FW,Ipswich Town,eng Premier League,21,2003,28.8,11,8,3,3,5,2,15,13.3,13,8,0,8,2,13,28,0,Matches
692,Fisayo Dele-Bashiru,ng NGA,"MF,FW",Lazio,it Serie A,23,2001,10.5,10,6,3,3,4,2,6,33.3,4,10,2,8,4,14,5,0,Matches
693,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,32,1991,6.7,4,3,1,2,1,1,2,50.0,1,3,1,2,0,4,3,0,Matches
694,Olivier Deman,be BEL,DF,Werder Bremen,de Bundesliga,24,2000,0.7,6,3,2,4,0,2,7,28.6,5,3,1,2,3,9,4,0,Matches
695,Ali Dembélé,fr FRA,DF,Torino,it Serie A,20,2004,4.3,9,5,6,3,0,4,4,100.0,0,6,2,4,1,10,11,1,Matches
696,Ousmane Dembélé,fr FRA,FW,Paris S-G,fr Ligue 1,27,1997,19.2,11,5,0,7,4,4,12,33.3,8,3,0,3,9,20,2,1,Matches
697,Ermedin Demirović,ba BIH,FW,Stuttgart,de Bundesliga,26,1998,20.6,12,7,3,4,5,3,12,25.0,9,14,3,11,3,15,12,0,Matches
698,Sepp van den Berg,nl NED,DF,Brentford,eng Premier League,22,2001,28.7,39,24,25,10,4,19,29,65.5,10,52,38,14,21,60,134,3,Matches
699,Rémy Descamps,fr FRA,GK,Lyon,fr Ligue 1,28,1996,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
700,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,30,1994,18.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
701,Justin Devenny,nir NIR,MF,Crystal Palace,eng Premier League,20,2003,5.6,17,12,7,9,1,8,19,42.1,11,6,1,5,0,17,11,0,Matches
702,Kiernan Dewsbury-Hall,eng ENG,"MF,FW",Chelsea,eng Premier League,25,1998,2.9,8,5,1,1,6,4,6,66.7,2,2,0,2,2,10,9,1,Matches
703,Michele Di Gregorio,it ITA,GK,Juventus,it Serie A,27,1997,33.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,0,Matches
704,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,30,1993,37.0,66,44,35,25,6,42,65,64.6,23,19,6,13,31,97,85,1,Matches
705,Boulaye Dia,sn SEN,"MF,FW",Lazio,it Serie A,27,1996,24.2,22,10,5,12,5,7,16,43.8,9,12,1,11,6,28,16,1,Matches
706,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,27,1996,7.3,8,3,8,0,0,4,6,66.7,2,8,6,2,11,19,56,0,Matches
707,Mamadou Diakhon,fr FRA,"FW,MF",Reims,fr Ligue 1,18,2005,9.5,12,8,4,3,5,9,18,50.0,9,5,1,4,4,16,5,0,Matches
708,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,23,2001,30.7,31,18,17,11,3,18,26,69.2,8,30,17,13,27,58,99,5,Matches
709,Oumar Diakité,ci CIV,FW,Reims,fr Ligue 1,20,2003,18.1,20,13,7,8,5,9,19,47.4,10,13,2,11,3,23,9,0,Matches
710,Amad Diallo,ci CIV,"MF,FW",Manchester Utd,eng Premier League,22,2002,21.1,38,31,9,20,9,19,32,59.4,13,15,2,13,11,49,19,1,Matches
711,Assane Diao,sn SEN,"FW,MF",Como,it Serie A,18,2005,13.9,25,14,9,10,6,12,28,42.9,16,8,1,7,3,28,19,0,Matches
712,Assane Diao,sn SEN,FW,Betis,es La Liga,18,2005,3.1,5,3,1,3,1,4,9,44.4,5,3,0,3,0,5,3,0,Matches
713,Habib Diarra,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,20,2004,26.1,22,13,6,13,3,8,20,40.0,12,22,6,16,13,35,46,3,Matches
714,Moussa Diarra,ml MLI,DF,Alavés,es La Liga,23,2000,20.7,40,24,19,18,3,17,29,58.6,12,15,5,10,21,61,46,1,Matches
715,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,27,1997,25.2,17,11,7,9,1,7,13,53.8,6,23,20,3,20,37,71,4,Matches
716,Krépin Diatta,sn SEN,"DF,FW",Monaco,fr Ligue 1,25,1999,5.6,18,12,13,2,3,14,24,58.3,10,5,1,4,9,27,12,2,Matches
717,Kandet Diawara,gn GUI,FW,Le Havre,fr Ligue 1,24,2000,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
718,Mahamadou Diawara,fr FRA,MF,Le Havre,fr Ligue 1,19,2005,6.5,20,12,10,8,2,8,13,61.5,5,13,6,7,13,33,11,1,Matches
719,Mahamadou Diawara,fr FRA,MF,Lyon,fr Ligue 1,19,2005,0.2,1,0,0,1,0,1,3,33.3,2,2,0,2,0,1,0,0,Matches
720,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,24,1999,15.4,25,19,9,13,3,7,19,36.8,12,16,1,15,4,29,2,1,Matches
721,Daniel Díaz,es ESP,MF,Real Sociedad,es La Liga,18,2006,0.1,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0,Matches
722,Luis Díaz,co COL,FW,Liverpool,eng Premier League,27,1997,26.7,39,26,13,20,6,15,39,38.5,24,19,0,19,7,46,7,1,Matches
723,Pedro Díaz,es ESP,MF,Rayo Vallecano,es La Liga,26,1998,13.5,23,15,7,14,2,14,41,34.1,27,16,0,16,7,30,7,1,Matches
724,Tyler Dibling,eng ENG,"FW,MF",Southampton,eng Premier League,18,2006,20.8,34,20,13,18,3,16,26,61.5,10,19,5,14,8,42,16,1,Matches
725,Diego,es ESP,FW,Leganés,es La Liga,24,2000,13.3,1,1,0,0,1,1,7,14.3,6,4,1,3,2,3,11,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
726,Justin Diehl,de GER,"FW,DF",Stuttgart,de Bundesliga,19,2004,1.2,1,0,0,1,0,1,1,100.0,0,2,0,2,0,1,0,0,Matches
727,Bamba Dieng,sn SEN,FW,Angers,fr Ligue 1,24,2000,5.9,4,1,1,2,1,0,2,0.0,2,2,0,2,0,4,3,0,Matches
728,Eric Dier,eng ENG,DF,Bayern Munich,de Bundesliga,30,1994,16.3,19,11,8,9,2,13,20,65.0,7,19,8,11,20,39,77,1,Matches
729,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,31,1993,26.1,65,38,40,16,9,44,66,66.7,22,23,4,19,25,90,89,1,Matches
730,Kembo Diliwidi,fr FRA,DF,Lens,fr Ligue 1,18,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
731,Federico Dimarco,it ITA,"DF,FW",Inter,it Serie A,26,1997,24.2,25,14,10,12,3,10,19,52.6,9,24,4,20,14,39,33,2,Matches
732,Stole Dimitrievski,mk MKD,GK,Valencia,es La Liga,30,1993,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,Matches
733,Junior Dina Ebimbe,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,23,2000,3.3,3,2,1,2,0,1,3,33.3,2,4,0,4,7,10,6,0,Matches
734,Eren Dinkçi,de GER,"MF,FW",Freiburg,de Bundesliga,22,2001,13.3,21,13,8,8,5,7,23,30.4,16,22,2,20,7,28,7,0,Matches
735,Sinaly Diomande,ci CIV,DF,Auxerre,fr Ligue 1,23,2001,21.6,39,19,20,18,1,28,40,70.0,12,37,18,19,30,69,100,2,Matches
736,Yan Diomandé,ci CIV,"MF,FW",Leganés,es La Liga,17,2006,6.1,14,9,1,8,5,5,15,33.3,10,8,0,8,8,22,6,0,Matches
737,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,31,1992,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
738,Issa Diop,fr FRA,DF,Fulham,eng Premier League,27,1997,14.9,26,12,18,8,0,13,18,72.2,5,10,7,3,9,35,72,2,Matches
739,Sérigné Diop,sn SEN,FW,Brest,fr Ligue 1,19,2005,0.0,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0,Matches
740,Sofiane Diop,fr FRA,"MF,FW",Nice,fr Ligue 1,24,2000,11.8,23,16,16,3,4,9,22,40.9,13,19,2,17,17,40,7,1,Matches
741,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,21,2003,24.7,37,26,10,22,5,16,40,40.0,24,24,1,23,15,52,18,2,Matches
742,Yehvann Diouf,sn SEN,GK,Reims,fr Ligue 1,24,1999,34.0,2,1,2,0,0,1,3,33.3,2,0,0,0,1,3,22,4,Matches
743,Assane Dioussé,sn SEN,MF,Auxerre,fr Ligue 1,26,1997,7.4,15,7,9,5,1,5,14,35.7,9,6,2,4,12,27,15,0,Matches
744,Axel Disasi,fr FRA,DF,Aston Villa,eng Premier League,26,1998,5.4,8,5,7,1,0,3,7,42.9,4,4,1,3,5,13,18,0,Matches
745,Axel Disasi,fr FRA,DF,Chelsea,eng Premier League,26,1998,4.0,7,4,5,1,1,6,11,54.5,5,4,1,3,2,9,11,1,Matches
746,Roman Dixon,eng ENG,DF,Everton,eng Premier League,19,2004,1.0,5,5,3,2,0,4,4,100.0,0,1,0,1,1,6,3,0,Matches
747,Álvaro djaló,es ESP,FW,Athletic Club,es La Liga,24,1999,7.3,8,5,3,2,3,1,3,33.3,2,4,0,4,1,9,4,0,Matches
748,Djené,tg TOG,"DF,MF",Getafe,es La Liga,32,1991,28.3,25,13,12,11,2,12,32,37.5,20,18,8,10,21,46,107,3,Matches
749,Nasser Djiga,bf BFA,DF,Wolves,eng Premier League,21,2002,0.7,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,4,1,Matches
750,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,31,1993,29.3,53,33,29,23,1,29,40,72.5,11,34,21,13,40,93,141,2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
751,Marko Dmitrović,rs SRB,GK,Leganés,es La Liga,32,1992,32.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,27,3,Matches
752,Ritsu Doan,jp JPN,"FW,MF",Freiburg,de Bundesliga,26,1998,31.8,66,42,33,26,7,25,46,54.3,21,57,2,55,14,80,47,1,Matches
753,Dodô,br BRA,DF,Fiorentina,it Serie A,25,1998,34.6,44,30,25,11,8,25,49,51.0,24,22,5,17,35,79,58,2,Matches
754,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,26,1998,34.0,37,24,18,16,3,13,23,56.5,10,35,16,19,44,81,169,1,Matches
755,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,32,1992,23.4,38,21,25,13,0,17,25,68.0,8,28,15,13,22,60,102,3,Matches
756,Jeremy Doku,be BEL,"FW,MF",Manchester City,eng Premier League,22,2002,16.8,31,22,9,12,10,8,15,53.3,7,11,1,10,4,35,2,0,Matches
757,Marc Domenech,es ESP,"FW,MF",Mallorca,es La Liga,18,2006,3.4,4,4,2,1,1,2,5,40.0,3,2,0,2,0,4,2,0,Matches
758,Álex Domínguez,es ESP,GK,Toulouse,fr Ligue 1,26,1998,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
759,Benjamín Domínguez,ar ARG,FW,Bologna,it Serie A,20,2003,14.2,18,7,2,11,5,6,20,30.0,14,15,1,14,4,22,7,0,Matches
760,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,23,2001,13.1,23,11,14,9,0,15,21,71.4,6,16,11,5,13,36,80,1,Matches
761,Israel Domínguez,es ESP,FW,Sevilla,es La Liga,21,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
762,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,eng Premier League,26,1998,21.8,86,45,40,35,11,36,76,47.4,40,38,12,26,29,115,54,1,Matches
763,Sergi Dominguez,es ESP,DF,Barcelona,es La Liga,19,2005,1.9,1,1,1,0,0,0,0,,0,0,0,0,3,4,7,0,Matches
764,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,25,1999,23.2,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,14,0,Matches
765,Patrick Dorgu,dk DEN,DF,Manchester Utd,eng Premier League,19,2004,9.4,31,24,15,14,2,16,23,69.6,7,11,0,11,4,35,23,2,Matches
766,Patrick Dorgu,dk DEN,"DF,FW",Lecce,it Serie A,19,2004,20.4,45,27,21,19,5,23,45,51.1,22,24,6,18,18,63,42,2,Matches
767,Alfie Dorrington,eng ENG,DF,Tottenham,eng Premier League,19,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
768,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,26,1998,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
769,Niklas Dorsch,de GER,MF,Heidenheim,de Bundesliga,26,1998,14.8,27,16,12,15,0,13,22,59.1,9,14,1,13,17,44,17,2,Matches
770,Alberto Dossena,it ITA,DF,Como,it Serie A,25,1998,20.3,33,20,23,8,2,16,28,57.1,12,22,11,11,22,55,89,1,Matches
771,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,31,1993,28.5,48,28,21,20,7,14,43,32.6,29,31,6,25,10,58,20,1,Matches
772,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,24,2000,5.0,16,8,6,8,2,5,11,45.5,6,4,0,4,11,27,10,1,Matches
773,Sékou Doucoure,fr FRA,DF,Nantes,fr Ligue 1,19,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
774,Désiré Doué,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,19,2005,19.2,48,30,15,19,14,24,51,47.1,27,26,0,26,13,61,7,0,Matches
775,Guela Doué,ci CIV,DF,Strasbourg,fr Ligue 1,21,2002,30.2,65,45,40,15,10,37,54,68.5,17,38,6,32,34,99,154,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
776,Douglas,br BRA,MF,Nantes,fr Ligue 1,27,1997,25.6,69,42,29,31,9,26,44,59.1,18,51,11,40,32,101,47,0,Matches
777,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,21,2003,29.3,40,22,19,18,3,17,25,68.0,8,31,14,17,25,65,102,3,Matches
778,Issa Doumbia,it ITA,MF,Venezia,it Serie A,20,2003,10.4,14,8,6,7,1,7,17,41.2,10,17,5,12,9,23,14,1,Matches
779,Kamory Doumbia,ml MLI,"MF,FW",Brest,fr Ligue 1,21,2003,14.7,41,29,17,17,7,14,31,45.2,17,17,1,16,28,69,13,1,Matches
780,Amidou Doumbouya,fr FRA,DF,Nice,fr Ligue 1,16,2007,0.5,1,1,0,0,1,1,1,100.0,0,3,1,2,1,2,1,0,Matches
781,Anastasios Douvikas,gr GRE,FW,Como,it Serie A,24,1999,6.4,3,2,0,3,0,1,4,25.0,3,3,0,3,1,4,3,0,Matches
782,Anastasios Douvikas,gr GRE,FW,Celta Vigo,es La Liga,24,1999,7.8,9,4,2,6,1,3,6,50.0,3,5,2,3,3,12,6,0,Matches
783,Artem Dovbyk,ua UKR,FW,Roma,it Serie A,27,1997,26.9,4,2,0,1,3,0,4,0.0,4,10,3,7,2,6,12,0,Matches
784,Flynn Downes,eng ENG,MF,Southampton,eng Premier League,25,1999,23.9,49,25,23,21,5,15,36,41.7,21,28,9,19,32,81,51,4,Matches
785,Tommy Doyle,eng ENG,MF,Wolves,eng Premier League,22,2001,5.4,11,6,6,3,2,6,15,40.0,9,11,5,6,5,16,11,1,Matches
786,Radu Drăgușin,ro ROU,DF,Tottenham,eng Premier League,22,2002,13.9,10,6,8,2,0,6,12,50.0,6,22,16,6,15,25,49,4,Matches
787,Patrick Drewes,de GER,GK,Bochum,de Bundesliga,31,1993,21.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,11,1,Matches
788,Tim Drexler,de GER,DF,Hoffenheim,de Bundesliga,19,2005,4.0,17,7,11,6,0,9,12,75.0,3,6,4,2,1,18,9,1,Matches
789,Domingos Duarte,pt POR,DF,Getafe,es La Liga,29,1995,20.7,28,15,22,4,2,17,21,81.0,4,28,16,12,18,46,152,1,Matches
790,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,35,1989,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
791,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,30,1994,26.9,10,7,3,5,2,3,14,21.4,11,10,2,8,8,18,26,3,Matches
792,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,29,1994,26.6,46,27,21,22,3,29,64,45.3,35,28,9,19,31,77,30,4,Matches
793,Duk,cv CPV,"MF,FW",Leganés,es La Liga,24,2000,2.0,8,4,3,3,2,3,5,60.0,2,4,0,4,1,9,2,0,Matches
794,Denzel Dumfries,nl NED,"DF,FW",Inter,it Serie A,28,1996,21.7,25,18,12,9,4,14,27,51.9,13,31,8,23,6,31,26,1,Matches
795,Alfred Duncan,gh GHA,MF,Venezia,it Serie A,31,1993,10.6,17,8,4,11,2,5,14,35.7,9,7,2,5,8,25,8,0,Matches
796,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,32,1991,23.1,17,10,8,7,2,11,19,57.9,8,28,18,10,13,30,79,2,Matches
797,Jáder Durán,co COL,FW,Aston Villa,eng Premier League,20,2003,7.1,8,7,1,2,5,1,4,25.0,3,5,0,5,0,8,13,0,Matches
798,Pablo Durán,es ESP,"FW,MF",Celta Vigo,es La Liga,23,2001,15.5,17,9,4,7,6,5,16,31.3,11,12,3,9,8,25,18,0,Matches
799,Julien Duranville,be BEL,"FW,MF",Dortmund,de Bundesliga,18,2006,3.1,3,0,0,3,0,1,2,50.0,1,1,0,1,0,3,3,0,Matches
800,Hugo Duro,es ESP,FW,Valencia,es La Liga,24,1999,24.1,13,8,4,7,2,5,13,38.5,8,11,2,9,10,23,11,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
801,Jean-Kevin Duverne,ht HAI,DF,Nantes,fr Ligue 1,27,1997,6.0,21,12,13,4,4,15,27,55.6,12,10,3,7,8,29,23,0,Matches
802,Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,30,1993,15.7,17,7,3,9,5,8,19,42.1,11,12,1,11,2,19,2,0,Matches
803,Stefan Džodić,rs SRB,"DF,MF",Montpellier,fr Ligue 1,19,2005,2.7,8,5,3,5,0,5,8,62.5,3,5,4,1,5,13,10,1,Matches
804,Adam Dźwigała,pl POL,"DF,MF",St. Pauli,de Bundesliga,28,1995,4.1,20,10,13,6,1,11,16,68.8,5,6,1,5,4,24,28,0,Matches
805,Aron Dønnum,no NOR,"DF,MF",Toulouse,fr Ligue 1,26,1998,29.9,56,35,25,24,7,31,55,56.4,24,29,4,25,28,84,37,1,Matches
806,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,25,1999,1.0,0,0,0,0,0,0,2,0.0,2,3,3,0,1,1,1,0,Matches
807,Tyronne Ebuehi,ng NGA,"DF,MF",Empoli,it Serie A,28,1995,0.8,3,2,1,2,0,1,1,100.0,0,1,0,1,2,5,0,0,Matches
808,Claudio Echeverri,ar ARG,FW,Manchester City,eng Premier League,18,2006,0.1,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
809,Ederson,br BRA,GK,Manchester City,eng Premier League,30,1993,25.8,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,11,4,Matches
810,Éderson,br BRA,MF,Atalanta,it Serie A,25,1999,32.0,52,32,19,28,5,22,34,64.7,12,30,6,24,35,87,36,1,Matches
811,Noah Edjouma,fr FRA,"MF,FW",Toulouse,fr Ligue 1,18,2005,1.9,2,2,0,1,1,1,2,50.0,1,1,1,0,2,4,2,0,Matches
812,George Edmundson,eng ENG,DF,Ipswich Town,eng Premier League,26,1997,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
813,Odsonne Édouard,fr FRA,"MF,FW",Crystal Palace,eng Premier League,26,1998,1.3,1,0,0,1,0,0,2,0.0,2,1,0,1,0,1,1,0,Matches
814,Odsonne Édouard,fr FRA,FW,Leicester City,eng Premier League,26,1998,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,Matches
815,Samuel Edozie,eng ENG,"DF,FW",Southampton,eng Premier League,21,2003,0.7,3,1,0,1,2,2,2,100.0,0,0,0,0,0,3,0,0,Matches
816,Ronnie Edwards,eng ENG,DF,Southampton,eng Premier League,21,2003,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
817,Johannes Eggestein,de GER,FW,St. Pauli,de Bundesliga,26,1998,20.6,5,3,0,2,3,1,5,20.0,4,5,0,5,0,5,8,0,Matches
818,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,27,1996,31.6,57,32,21,26,10,24,43,55.8,19,37,10,27,39,96,54,1,Matches
819,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,29,1995,27.8,55,35,31,18,6,25,41,61.0,16,41,14,27,23,78,70,5,Matches
820,Chidera Ejuke,ng NGA,FW,Sevilla,es La Liga,26,1998,10.7,19,13,8,9,2,9,20,45.0,11,12,0,12,5,24,8,0,Matches
821,Jeff Ekhator,it ITA,"FW,MF",Genoa,it Serie A,17,2006,8.5,7,4,4,1,2,4,9,44.4,5,10,1,9,2,9,5,0,Matches
